Epoch	Train Loss	Test Loss	Test Accuracy
1	4.3478	3.8870	14.44%
2	3.4436	3.1656	28.17%
3	2.8330	2.6400	36.27%
4	2.4287	2.3860	40.85%
5	2.1212	2.1686	43.66%
6	1.9005	2.0256	48.94%
7	1.7984	1.9204	50.35%
8	1.7607	1.8871	51.41%
9	1.7307	1.8632	50.70%
10	1.6470	1.8149	52.11%
11	1.6153	1.8109	53.17%
12	1.6326	1.9609	50.70%
13	1.6512	1.8543	52.46%
14	1.6453	1.9286	51.41%
