Epoch	Train Loss	Test Loss	Test Accuracy
1	4.5247	4.1974	5.63%
2	4.0511	4.2320	4.58%
3	3.8510	9.9535	4.93%
4	3.6912	3.7675	9.86%
5	3.5316	4.7235	7.39%
6	3.2490	3.3571	16.20%
7	3.1319	3.1727	20.42%
8	3.0641	3.3569	19.01%
9	3.0053	3.0328	19.01%
10	2.9577	2.9153	25.35%
11	2.8238	2.9279	28.17%
12	2.7728	2.8049	27.11%
13	2.7424	2.9157	25.70%
14	2.7586	2.9008	23.94%
