Epoch	Train Loss	Test Loss	Test Accuracy
1	3.9803	3.3390	23.59%
2	2.8919	2.7382	32.39%
3	2.3600	2.4838	36.97%
4	2.0976	2.2639	39.79%
5	1.8589	2.1594	44.01%
6	1.6288	1.8872	50.70%
7	1.4424	1.7040	54.93%
8	1.4449	1.6741	55.99%
9	1.3852	1.6558	55.99%
10	1.3789	1.7648	53.17%
11	1.3324	1.6445	56.34%
12	1.3325	1.6600	55.28%
13	1.3352	1.6175	58.45%
14	1.3272	1.6282	58.45%
15	1.3211	1.6321	56.34%
16	1.3083	1.7639	52.11%
