Epoch	Train Loss	Test Loss	Test Accuracy
1	4.1326	4.1796	6.91%
2	3.4864	3.4308	13.95%
3	3.0843	3.0482	21.37%
4	2.7676	2.8970	25.21%
5	2.5104	2.5798	31.29%
6	2.1225	2.2465	41.27%
7	2.0243	2.1635	42.42%
8	1.9588	2.1132	43.95%
9	1.9277	2.0604	44.40%
10	1.8791	2.0168	47.15%
11	1.8300	1.9914	46.32%
12	1.8130	1.9893	48.11%
13	1.7896	1.9980	47.41%
14	1.8053	1.9831	49.14%
15	1.7928	1.9859	47.98%
16	1.7874	1.9073	48.62%
17	1.7877	2.0279	45.94%
