Epoch	Train Loss	Test Loss	Test Accuracy
1	4.0568	3.0785	26.96%
2	2.8363	2.4902	38.22%
3	2.4340	2.2285	41.97%
4	2.2089	2.0640	46.66%
5	2.0209	1.9811	47.95%
6	1.9012	1.9017	48.65%
7	1.8826	1.9826	48.89%
8	1.8349	1.9142	49.59%
9	1.8487	1.8289	51.93%
10	1.8245	1.7952	52.29%
11	1.8147	1.8717	50.18%
12	1.8084	1.8629	50.06%
13	1.7876	1.8949	49.47%
14	1.8102	1.8277	51.93%
15	1.7922	1.8959	51.70%
