Epoch	Train Loss	Test Loss	Test Accuracy
1	3.3648	2.6102	34.23%
2	2.3311	2.3261	37.94%
3	2.0794	2.1834	42.55%
4	1.9171	2.0196	45.87%
5	1.8200	1.9795	47.66%
6	1.7224	1.9357	48.11%
7	1.7083	1.8905	49.01%
8	1.6939	1.8595	48.24%
9	1.6718	1.8747	48.75%
10	1.6874	1.8717	50.22%
11	1.6506	1.8790	48.56%
12	1.6595	1.9137	47.79%
13	1.6534	1.8636	50.54%
14	1.6451	1.8472	50.86%
15	1.6446	1.8635	48.30%
16	1.6666	1.8743	49.33%
17	1.6599	1.8028	49.71%
