Epoch	Train Loss	Test Loss	Test Accuracy
1	3.9127	3.1280	27.11%
2	2.6916	2.4929	35.21%
3	2.2283	2.1147	39.79%
4	1.9229	2.0301	47.54%
5	1.7496	1.8917	48.94%
6	1.4955	1.6835	55.28%
7	1.3644	1.5256	60.92%
8	1.3055	1.4784	59.15%
9	1.2697	1.3996	63.38%
10	1.2320	1.5142	58.80%
11	1.1666	1.3834	61.97%
12	1.1730	1.3765	62.32%
