Epoch	Train Loss	Test Loss	Test Accuracy
1	2.3272	1.8426	48.82%
2	1.4544	1.5611	55.79%
3	1.2683	1.4105	60.27%
4	1.1740	1.3668	59.44%
5	1.0795	1.4455	58.35%
6	0.8731	1.0540	69.23%
7	0.7857	1.0187	69.55%
8	0.7512	0.9724	71.98%
9	0.7311	0.9848	70.95%
10	0.7008	0.9868	70.51%
11	0.6717	0.9435	73.13%
12	0.6650	1.0194	69.99%
13	0.6630	0.9195	72.23%
14	0.6794	0.9622	72.04%
