Epoch	Train Loss	Test Loss	Test Accuracy
1	2.8666	2.1373	43.14%
2	1.8152	1.8618	49.24%
3	1.5234	1.6884	51.82%
4	1.4046	1.6479	55.80%
5	1.3078	1.6332	55.33%
6	1.0602	1.2570	63.07%
7	0.9681	1.2114	66.24%
8	0.9169	1.2191	64.83%
9	0.8820	1.1834	66.00%
10	0.8514	1.1553	66.82%
11	0.8364	1.1576	66.82%
12	0.8399	1.1481	66.94%
13	0.8181	1.1535	69.17%
14	0.8283	1.1656	66.12%
15	0.8326	1.1450	67.64%
16	0.8057	1.1076	66.71%
