Epoch	Train Loss	Test Loss	Test Accuracy
1	4.2223	4.1157	6.01%
2	3.8865	4.0246	5.82%
3	3.7597	3.8201	8.25%
4	3.6678	3.7582	8.83%
5	3.6033	3.6896	10.94%
6	3.4089	3.6068	12.09%
7	3.3382	3.5203	14.01%
8	3.2858	3.4652	15.16%
9	3.2748	3.4307	15.67%
10	3.2440	3.4431	15.04%
11	3.1729	3.3748	17.15%
12	3.1657	3.3460	15.23%
13	3.1580	3.3918	15.36%
14	3.1343	3.3766	16.89%
