Epoch	Train Loss	Test Loss	Test Accuracy
1	4.4890	4.3032	5.63%
2	3.9162	4.1809	8.80%
3	3.5499	3.5338	13.73%
4	3.3152	3.4816	13.03%
5	3.0759	3.5499	13.03%
6	2.6840	2.6810	28.87%
7	2.4726	2.6788	28.87%
8	2.3695	2.5374	33.45%
9	2.2772	2.4866	34.86%
10	2.2080	2.5558	35.56%
11	2.1614	2.4809	35.92%
12	2.0868	2.4664	33.80%
13	2.0575	2.3432	34.51%
14	2.0882	2.3400	34.86%
