Epoch	Train Loss	Test Loss	Test Accuracy
1	3.5959	3.2071	15.87%
2	3.0050	2.9952	22.71%
3	2.8338	2.8641	25.59%
4	2.7270	2.9218	25.40%
5	2.6575	2.7181	29.56%
6	2.3528	2.5028	33.72%
7	2.2559	2.5021	35.06%
8	2.2139	2.4772	34.87%
9	2.1792	2.4705	35.38%
10	2.1529	2.4611	36.40%
11	2.0940	2.4460	36.60%
12	2.0850	2.4462	36.47%
13	2.0803	2.4454	36.60%
14	2.0765	2.4441	36.92%
15	2.0738	2.4451	36.72%
16	2.0665	2.4450	36.98%
17	2.0658	2.4450	36.60%
18	2.0655	2.4451	36.66%
19	2.0651	2.4451	36.66%
